id,audio,data_file,idx,meta,row_group_no,session_id,text,uttid,asr_result
13846557,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/1e31096d48ef4779b36660bc95d829dc?lk3s=56dfb1e9&x-expires=1849807470&x-signature=RB92FMmpB7Fzj00TsFy6I1cFEtg%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""好精致呀，这是哪种金属材质的？""}, ""session_id"": ""doubao_artworks_and_crafts_video-dbksj049-1"", ""duration"": 4.515, ""turn_points"": [1.0, 4.515], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 好精致呀，这是哪种金属材质的？"", ""start_time"": 1.0, ""end_time"": 4.515, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""好精致呀，这是哪种金属材质的？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.515, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-dbksj049, | 好精致呀，这是哪种金属材质的？,doubao_artworks_and_crafts_video-dbksj049-1,"[{""asr_result"": ""好精致呀，这是哪种金属材质的？"", ""start_time"": 1.0, ""end_time"": 4.515}]"
13846558,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/699904415f2348e2a6a3985404395b81?lk3s=56dfb1e9&x-expires=1849807470&x-signature=fdFbFHH0nQmc0PrinZtacu%2FKg3Y%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""这可是把名刀，你说它叫什么？""}, ""session_id"": ""doubao_artworks_and_crafts_video-dbksj048-1"", ""duration"": 4.168, ""turn_points"": [1.0, 4.168], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这可是把名刀，你说它叫什么？"", ""start_time"": 1.0, ""end_time"": 4.168, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这可是把名刀，你说它叫什么？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.168, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-dbksj048, | 这可是把名刀，你说它叫什么？,doubao_artworks_and_crafts_video-dbksj048-1,"[{""asr_result"": ""这可是把名刀，你说它叫什么？"", ""start_time"": 1.0, ""end_time"": 4.168}]"
13846559,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/3e2d9dbc73ee445894df404cc8fdba29?lk3s=56dfb1e9&x-expires=1849807470&x-signature=b1BbCbX7ISeZv5PY6YA3n12oNPs%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,2,"{""content"": {""U_1"": """", ""A_2"": ""它有哪几种传统造型？""}, ""session_id"": ""doubao_artworks_and_crafts_video-dbksj048-2"", ""duration"": 3.196, ""turn_points"": [1.0, 3.196], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 它有哪几种传统造型？"", ""start_time"": 1.0, ""end_time"": 3.196, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""它有哪几种传统造型？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.196, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-dbksj048, | 它有哪几种传统造型？,doubao_artworks_and_crafts_video-dbksj048-2,"[{""asr_result"": ""它有哪几种传统造型？"", ""start_time"": 1.0, ""end_time"": 3.196}]"
13846560,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/c1ed12f005614b4c853d5d466151c5a0?lk3s=56dfb1e9&x-expires=1849807470&x-signature=h1abmWbbVXsxR10GpcFdjJFGe4M%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,3,"{""content"": {""U_1"": """", ""A_2"": ""这幅画的作者属于哪个油画流派？""}, ""session_id"": ""doubao_artworks_and_crafts_video-gongkun06-3"", ""duration"": 3.919, ""turn_points"": [1.0, 3.919], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这幅画的作者属于哪个油画流派？"", ""start_time"": 1.0, ""end_time"": 3.919, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这幅画的作者属于哪个油画流派？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.919, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-gongkun06, | 这幅画的作者属于哪个油画流派？,doubao_artworks_and_crafts_video-gongkun06-3,"[{""asr_result"": ""这幅画的作者属于哪个油画流派？"", ""start_time"": 1.0, ""end_time"": 3.919}]"
13846561,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/b873c39cc4394171b6818368e3575591?lk3s=56dfb1e9&x-expires=1849807470&x-signature=HiTWYJ84jPB4zZ3w6B7DxFrhW%2F8%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,2,"{""content"": {""U_1"": """", ""A_2"": ""这是我国哪个地区的工艺呀？""}, ""session_id"": ""doubao_artworks_and_crafts_video-dbksj049-2"", ""duration"": 3.306, ""turn_points"": [1.0, 3.306], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这是我国哪个地区的工艺呀？"", ""start_time"": 1.0, ""end_time"": 3.306, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这是我国哪个地区的工艺呀？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.306, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-dbksj049, | 这是我国哪个地区的工艺呀？,doubao_artworks_and_crafts_video-dbksj049-2,"[{""asr_result"": ""这是我国哪个地区的工艺呀？"", ""start_time"": 1.0, ""end_time"": 3.306}]"
13846562,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/4179f86240894e96ad29552976587adc?lk3s=56dfb1e9&x-expires=1849807470&x-signature=CBz5qkRvn0PJaLRlYkKnM8rw%2Bzs%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,4,"{""content"": {""U_1"": """", ""A_2"": ""这幅画的名字叫什么？""}, ""session_id"": ""doubao_artworks_and_crafts_video-gongkun06-4"", ""duration"": 3.083, ""turn_points"": [1.0, 3.083], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这幅画的名字叫什么？"", ""start_time"": 1.0, ""end_time"": 3.083, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这幅画的名字叫什么？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.083, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-gongkun06, | 这幅画的名字叫什么？,doubao_artworks_and_crafts_video-gongkun06-4,"[{""asr_result"": ""这幅画的名字叫什么？"", ""start_time"": 1.0, ""end_time"": 3.083}]"
13846563,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/00f1ae6a0e5745eca01cd80f3ee2bc59?lk3s=56dfb1e9&x-expires=1849807470&x-signature=hXmBhIRv9YdgMKaA9yNkbolyXe8%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""这幅画的作者是谁？""}, ""session_id"": ""doubao_artworks_and_crafts_video-gongkun06-1"", ""duration"": 2.88, ""turn_points"": [1.0, 2.88], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这幅画的作者是谁？"", ""start_time"": 1.0, ""end_time"": 2.88, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这幅画的作者是谁？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 2.88, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-gongkun06, | 这幅画的作者是谁？,doubao_artworks_and_crafts_video-gongkun06-1,"[{""asr_result"": ""这幅画的作者是谁？"", ""start_time"": 1.0, ""end_time"": 2.88}]"
13846564,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/42e6f42644d044ec8a8ef9a027664f8e?lk3s=56dfb1e9&x-expires=1849807470&x-signature=ZRVq3E17ca3sCX%2FK1ti1IRT%2FX7I%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,7,"{""content"": {""U_1"": """", ""A_2"": ""这幅画的风格流派是什么？""}, ""session_id"": ""doubao_artworks_and_crafts_video-gongkun06-7"", ""duration"": 3.503, ""turn_points"": [1.0, 3.503], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这幅画的风格流派是什么？"", ""start_time"": 1.0, ""end_time"": 3.503, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这幅画的风格流派是什么？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.503, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-gongkun06, | 这幅画的风格流派是什么？,doubao_artworks_and_crafts_video-gongkun06-7,"[{""asr_result"": ""这幅画的风格流派是什么？"", ""start_time"": 1.0, ""end_time"": 3.503}]"
13846565,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/9fe2b9767ee84a6d9e2144983e9b0f31?lk3s=56dfb1e9&x-expires=1849807470&x-signature=9nettBTf%2Bp60SxXyVJG6yUdbTr8%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,2,"{""content"": {""U_1"": """", ""A_2"": ""这幅画的作者是哪个国家的？""}, ""session_id"": ""doubao_artworks_and_crafts_video-gongkun06-2"", ""duration"": 3.685, ""turn_points"": [1.0, 3.685], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这幅画的作者是哪个国家的？"", ""start_time"": 1.0, ""end_time"": 3.685, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这幅画的作者是哪个国家的？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.685, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-gongkun06, | 这幅画的作者是哪个国家的？,doubao_artworks_and_crafts_video-gongkun06-2,"[{""asr_result"": ""这幅画的作者是哪个国家的？"", ""start_time"": 1.0, ""end_time"": 3.685}]"
13846566,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/b5d2d7404d274a018da3081b5167eb0d?lk3s=56dfb1e9&x-expires=1849807470&x-signature=058jo6ynIdIFviz%2F9sn8OjjBBfw%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,5,"{""content"": {""U_1"": """", ""A_2"": ""这幅画现保存于哪个博物馆？""}, ""session_id"": ""doubao_artworks_and_crafts_video-gongkun06-5"", ""duration"": 3.513, ""turn_points"": [1.0, 3.513], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这幅画现保存于哪个博物馆？"", ""start_time"": 1.0, ""end_time"": 3.513, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这幅画现保存于哪个博物馆？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.513, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-gongkun06, | 这幅画现保存于哪个博物馆？,doubao_artworks_and_crafts_video-gongkun06-5,"[{""asr_result"": ""这幅画现保存于哪个博物馆？"", ""start_time"": 1.0, ""end_time"": 3.513}]"
13846567,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/81cdcb9a4da94031bb6944eb96438924?lk3s=56dfb1e9&x-expires=1849807470&x-signature=ziWCGuBileVnSAw4VfVFVGvGdxQ%3D,../data/af861ff3-3c2f-4692-9ed0-7cf5bc87309a_000000_0_000000.parquet,10,"{""content"": {""U_1"": """", ""A_2"": ""这幅画上黑色的乌鸦预示着什么？""}, ""session_id"": ""doubao_artworks_and_crafts_video-gongkun06-10"", ""duration"": 4.4, ""turn_points"": [1.0, 4.4], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这幅画上黑色的乌鸦预示着什么？"", ""start_time"": 1.0, ""end_time"": 4.4, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这幅画上黑色的乌鸦预示着什么？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.4, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,doubao_artworks_and_crafts_video-gongkun06, | 这幅画上黑色的乌鸦预示着什么？,doubao_artworks_and_crafts_video-gongkun06-10,"[{""asr_result"": ""这幅画上黑色的乌鸦预示着什么？"", ""start_time"": 1.0, ""end_time"": 4.4}]"
