id,audio,data_file,idx,meta,row_group_no,session_id,text,uttid,asr_result
13984092,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/83031905c8114bf98dad4e93011e4986?lk3s=56dfb1e9&x-expires=1849794413&x-signature=qO7UfMWOOKOrYxxEuI9PswPXcHQ%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,56,"{""content"": {""U_1"": """", ""A_2"": ""什么意思？你就直接说哪错了嘛，我怎么听不懂？""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-56"", ""duration"": 5.56, ""turn_points"": [1.0, 5.56], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 什么意思？你就直接说哪错了嘛，我怎么听不懂？"", ""start_time"": 1.0, ""end_time"": 5.56, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""什么意思？你就直接说哪错了嘛，我怎么听不懂？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 5.56, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 什么意思？你就直接说哪错了嘛，我怎么听不懂？,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-56,"[{""asr_result"": ""什么意思？你就直接说哪错了嘛，我怎么听不懂？"", ""start_time"": 1.0, ""end_time"": 5.56}]"
13984093,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/bdd98e1dc764498d99d2636a11d49e60?lk3s=56dfb1e9&x-expires=1849794413&x-signature=SsPqtkDG2EldIXsReASZNziPZRs%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,54,"{""content"": {""U_1"": """", ""A_2"": ""这选项我感觉挺挺正确的呀，哪里不对了？""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-54"", ""duration"": 4.946, ""turn_points"": [1.0, 4.946], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这选项我感觉挺挺正确的呀，哪里不对了？"", ""start_time"": 1.0, ""end_time"": 4.946, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这选项我感觉挺挺正确的呀，哪里不对了？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.946, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 这选项我感觉挺挺正确的呀，哪里不对了？,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-54,"[{""asr_result"": ""这选项我感觉挺挺正确的呀，哪里不对了？"", ""start_time"": 1.0, ""end_time"": 4.946}]"
13984094,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/4dba6ef09caa4c73ac5d472d4d466138?lk3s=56dfb1e9&x-expires=1849794413&x-signature=hAk2or6%2Fn3KOUZQggJ0uQZR00rc%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,55,"{""content"": {""U_1"": """", ""A_2"": ""A 选项说的是同源染色体非姐妹染色单体呀。""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-55"", ""duration"": 5.908, ""turn_points"": [1.0, 5.908], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | A 选项说的是同源染色体非姐妹染色单体呀。"", ""start_time"": 1.0, ""end_time"": 5.908, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""A 选项说的是同源染色体非姐妹染色单体呀。"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 5.908, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | A 选项说的是同源染色体非姐妹染色单体呀。,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-55,"[{""asr_result"": ""A 选项说的是同源染色体，非姐妹染色单体呀。"", ""start_time"": 1.0, ""end_time"": 5.908}]"
13984095,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/059be9b1e0604607ab10826a2b77a7aa?lk3s=56dfb1e9&x-expires=1849794413&x-signature=8Yn0Ee4kHeGqmUDLG7C%2Fm2I5850%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,58,"{""content"": {""U_1"": """", ""A_2"": ""答案说，基因大 A 和基因小 a 属于等位基因，此时二者分别位于一条染色体的两条姐妹染色单体上。产生该现象的原因是基因突变或同源染色体非姐妹染色单体间发生互换。同源染色体非姐妹染色单体发生互换会导致染色单体上的基因重组。图示现象中，大 A 和小 a 之间并未发生基因重组。""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-58"", ""duration"": 30.104, ""turn_points"": [1.0, 30.104], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 答案说，基因大 A 和基因小 a 属于等位基因，此时二者分别位于一条染色体的两条姐妹染色单体上。产生该现象的原因是基因突变或同源染色体非姐妹染色单体间发生互换。同源染色体非姐妹染色单体发生互换会导致染色单体上的基因重组。图示现象中，大 A 和小 a 之间并未发生基因重组。"", ""start_time"": 1.0, ""end_time"": 30.104, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""答案说，基因大 A 和基因小 a 属于等位基因，此时二者分别位于一条染色体的两条姐妹染色单体上。产生该现象的原因是基因突变或同源染色体非姐妹染色单体间发生互换。同源染色体非姐妹染色单体发生互换会导致染色单体上的基因重组。图示现象中，大 A 和小 a 之间并未发生基因重组。"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 30.104, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 答案说，基因大 A 和基因小 a 属于等位基因，此时二者分别位于一条染色体的两条姐妹染色单体上。产生该现象的原因是基因突变或同源染色体非姐妹染色单体间发生互换。同源染色体非姐妹染色单体发生互换会导致染色单体上的基因重组。图示现象中，大 A 和小 a 之间并未发生基因重组。,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-58,"[{""asr_result"": ""答案说，金大 a 和金小 a 属于等位基因，此时二者分别位于一条染色体的两条姐妹染色单体上。产生该现象的原因是基因突变或同源染色体非姐妹染色单体间发生互换。同源染色体非姐妹染色单体发生互换会导致染色单体上的基因重组。图示大 a 和小 a 之间并未发生基因重组。"", ""start_time"": 1.0, ""end_time"": 30.104}]"
13984096,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/3465acf761a3495b963d21ed8140789c?lk3s=56dfb1e9&x-expires=1849794413&x-signature=2RZYyiNaHUHs77OaWRpk8zY%2FX2M%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,57,"{""content"": {""U_1"": """", ""A_2"": ""答案说的是图示现象中大 A 和小 a 之间并未发生基因重组。""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-57"", ""duration"": 7.125, ""turn_points"": [1.0, 7.125], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 答案说的是图示现象中大 A 和小 a 之间并未发生基因重组。"", ""start_time"": 1.0, ""end_time"": 7.125, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""答案说的是图示现象中大 A 和小 a 之间并未发生基因重组。"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 7.125, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 答案说的是图示现象中大 A 和小 a 之间并未发生基因重组。,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-57,"[{""asr_result"": ""答案说的是图示现象中大 A 和小 a 之间并未发生基因重组。"", ""start_time"": 1.0, ""end_time"": 7.125}]"
13984097,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/bd94f624a0944848a759b247e17609fb?lk3s=56dfb1e9&x-expires=1849794413&x-signature=lWH%2BmmMEtfAUtxcALRaZjsbEVmE%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,63,"{""content"": {""U_1"": """", ""A_2"": ""翻译过程中，为什么是 RNA 呀？难道不是 DNA 了？""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-63"", ""duration"": 5.513, ""turn_points"": [1.0, 5.513], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 翻译过程中，为什么是 RNA 呀？难道不是 DNA 了？"", ""start_time"": 1.0, ""end_time"": 5.513, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""翻译过程中，为什么是 RNA 呀？难道不是 DNA 了？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 5.513, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 翻译过程中，为什么是 RNA 呀？难道不是 DNA 了？,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-63,"[{""asr_result"": ""翻译过程中，为什么是 RNA 呀？难道不是 DNA 了？"", ""start_time"": 1.0, ""end_time"": 5.513}]"
13984098,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/50be06a70f4c4f168b9d56535dbb409c?lk3s=56dfb1e9&x-expires=1849794413&x-signature=NSaRjkIpFoqHaSkBctdRmikxJ7s%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,60,"{""content"": {""U_1"": """", ""A_2"": ""好像是说适应的原因是基因，适应的原因是那个自然选择是吧？""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-60"", ""duration"": 7.082, ""turn_points"": [1.0, 7.082], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 好像是说适应的原因是基因，适应的原因是那个自然选择是吧？"", ""start_time"": 1.0, ""end_time"": 7.082, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""好像是说适应的原因是基因，适应的原因是那个自然选择是吧？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 7.082, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 好像是说适应的原因是基因，适应的原因是那个自然选择是吧？,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-60,"[{""asr_result"": ""好像是说，适应的原因是基因，适应的原因是那个自然选择，是吧？"", ""start_time"": 1.0, ""end_time"": 7.082}]"
13984099,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/66a5c808c5664b89960350539e4c73c1?lk3s=56dfb1e9&x-expires=1849794413&x-signature=08A3bQhtnovjPNMuSUlRhsjIdI8%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,61,"{""content"": {""U_1"": """", ""A_2"": ""把答案好好想想，听到没有？""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-61"", ""duration"": 3.105, ""turn_points"": [1.0, 3.105], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 把答案好好想想，听到没有？"", ""start_time"": 1.0, ""end_time"": 3.105, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""把答案好好想想，听到没有？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.105, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 把答案好好想想，听到没有？,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-61,"[{""asr_result"": ""把答案好好想想，听到没有？"", ""start_time"": 1.0, ""end_time"": 3.105}]"
13984100,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/82bdc1712d1b432ea6d980ba61957e2f?lk3s=56dfb1e9&x-expires=1849794413&x-signature=36RAM9h85pBv%2Bk89btQoKQAvwt0%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,59,"{""content"": {""U_1"": """", ""A_2"": ""你说的我不赞同，我觉得答案是对的。""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-59"", ""duration"": 3.299, ""turn_points"": [1.0, 3.299], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 你说的我不赞同，我觉得答案是对的。"", ""start_time"": 1.0, ""end_time"": 3.299, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""你说的我不赞同，我觉得答案是对的。"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.299, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 你说的我不赞同，我觉得答案是对的。,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-59,"[{""asr_result"": ""你说的我不赞同，我觉得答案是对的。"", ""start_time"": 1.0, ""end_time"": 3.299}]"
13984101,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/8f858f606fb74775953560df988a793f?lk3s=56dfb1e9&x-expires=1849794413&x-signature=SERO%2F6RuQuLtsGv0ntHK76BpJ%2Fw%3D,../data/e7facf3c-19d9-484a-9f48-706e264b7a21_000005_0_000000.parquet,64,"{""content"": {""U_1"": """", ""A_2"": ""那你等着啊，待会跟我讲讲，就是转录、翻译、复制等等这一系列问题。""}, ""session_id"": ""education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-64"", ""duration"": 7.102, ""turn_points"": [1.0, 7.102], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 那你等着啊，待会跟我讲讲，就是转录、翻译、复制等等这一系列问题。"", ""start_time"": 1.0, ""end_time"": 7.102, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""那你等着啊，待会跟我讲讲，就是转录、翻译、复制等等这一系列问题。"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 7.102, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1, | 那你等着啊，待会跟我讲讲，就是转录、翻译、复制等等这一系列问题。,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-64,"[{""asr_result"": ""那你等着啊，待会跟我讲讲，就是转录、翻译、复制等等这一系列问题。"", ""start_time"": 1.0, ""end_time"": 7.102}]"
